,birdies,bogeys,double_bogeys,eagles,first_name,last_name,pars,position,round,round_score,start_date,strokes,tournament
2836,3,4,0,0,Zac,Blair,11,41.0,3,1,2017-01-26,73,Farmers Insurance Open
2837,1,3,0,0,Zac,Blair,14,41.0,4,2,2017-01-26,74,Farmers Insurance Open
2838,3,3,0,0,Kevin,Tway,12,41.0,1,0,2017-01-26,72,Farmers Insurance Open
2839,5,3,0,0,Kevin,Tway,10,41.0,2,-2,2017-01-26,70,Farmers Insurance Open
2840,5,3,0,0,Kevin,Tway,10,41.0,3,-2,2017-01-26,70,Farmers Insurance Open
2841,3,3,1,0,Kevin,Tway,11,41.0,4,2,2017-01-26,74,Farmers Insurance Open
2842,4,2,0,0,Bryce,Molder,12,41.0,1,-2,2017-01-26,70,Farmers Insurance Open
2843,2,4,0,0,Bryce,Molder,12,41.0,2,2,2017-01-26,74,Farmers Insurance Open
2844,3,3,0,0,Bryce,Molder,12,41.0,3,0,2017-01-26,72,Farmers Insurance Open
2845,6,4,0,0,Bryce,Molder,8,41.0,4,-2,2017-01-26,70,Farmers Insurance Open
2846,7,1,0,0,Adam,Hadwin,10,49.0,1,-6,2017-01-26,66,Farmers Insurance Open
2847,4,3,0,0,Adam,Hadwin,11,49.0,2,-1,2017-01-26,71,Farmers Insurance Open
2848,2,2,1,0,Adam,Hadwin,13,49.0,3,2,2017-01-26,74,Farmers Insurance Open
2849,2,3,0,0,Adam,Hadwin,12,49.0,4,4,2017-01-26,76,Farmers Insurance Open
2850,7,2,0,0,Trey,Mullinax,9,49.0,1,-5,2017-01-26,67,Farmers Insurance Open
2851,1,3,0,0,Trey,Mullinax,14,49.0,2,2,2017-01-26,74,Farmers Insurance Open
2852,1,1,0,1,Trey,Mullinax,14,49.0,3,1,2017-01-26,73,Farmers Insurance Open
2853,4,3,1,0,Trey,Mullinax,10,49.0,4,1,2017-01-26,73,Farmers Insurance Open
2854,5,0,0,0,Beau,Hossler,13,49.0,1,-5,2017-01-26,67,Farmers Insurance Open
2855,1,4,0,0,Beau,Hossler,13,49.0,2,3,2017-01-26,75,Farmers Insurance Open
2856,4,4,1,0,Beau,Hossler,9,49.0,3,2,2017-01-26,74,Farmers Insurance Open
2857,4,3,0,0,Beau,Hossler,11,49.0,4,-1,2017-01-26,71,Farmers Insurance Open
2858,4,2,0,0,Mark,Anderson,12,49.0,1,-2,2017-01-26,70,Farmers Insurance Open
2859,1,2,0,0,Mark,Anderson,15,49.0,2,1,2017-01-26,73,Farmers Insurance Open
2860,3,5,0,0,Mark,Anderson,10,49.0,3,2,2017-01-26,74,Farmers Insurance Open
2861,3,1,0,0,Mark,Anderson,14,49.0,4,-2,2017-01-26,70,Farmers Insurance Open
2862,3,2,0,0,Byeong-Hun,An,13,49.0,1,-1,2017-01-26,71,Farmers Insurance Open
2863,4,5,0,0,Byeong-Hun,An,9,49.0,2,1,2017-01-26,73,Farmers Insurance Open
2864,3,2,1,0,Byeong-Hun,An,12,49.0,3,1,2017-01-26,73,Farmers Insurance Open
2865,6,4,0,0,Byeong-Hun,An,8,49.0,4,-2,2017-01-26,70,Farmers Insurance Open
2866,4,4,1,0,Charley,Hoffman,9,54.0,1,2,2017-01-26,74,Farmers Insurance Open
2867,4,2,0,0,Charley,Hoffman,12,54.0,2,-2,2017-01-26,70,Farmers Insurance Open
2868,6,2,0,0,Charley,Hoffman,10,54.0,3,-4,2017-01-26,68,Farmers Insurance Open
2869,3,5,1,0,Charley,Hoffman,9,54.0,4,4,2017-01-26,76,Farmers Insurance Open
2870,7,3,0,0,Graham,DeLaet,8,54.0,1,-4,2017-01-26,68,Farmers Insurance Open
2871,3,2,1,0,Graham,DeLaet,12,54.0,2,1,2017-01-26,73,Farmers Insurance Open
2872,2,3,0,0,Graham,DeLaet,13,54.0,3,1,2017-01-26,73,Farmers Insurance Open
2873,2,4,0,0,Graham,DeLaet,12,54.0,4,2,2017-01-26,74,Farmers Insurance Open
2874,3,2,1,0,Jonathan,Randolph,12,54.0,1,1,2017-01-26,73,Farmers Insurance Open
2875,7,2,0,0,Jonathan,Randolph,9,54.0,2,-5,2017-01-26,67,Farmers Insurance Open
2876,4,5,1,0,Jonathan,Randolph,8,54.0,3,3,2017-01-26,75,Farmers Insurance Open
2877,2,3,0,0,Jonathan,Randolph,13,54.0,4,1,2017-01-26,73,Farmers Insurance Open
2878,4,2,1,0,Michael,Kim,11,54.0,1,0,2017-01-26,72,Farmers Insurance Open
2879,4,2,0,0,Michael,Kim,12,54.0,2,-2,2017-01-26,70,Farmers Insurance Open
2880,4,5,1,0,Michael,Kim,8,54.0,3,3,2017-01-26,75,Farmers Insurance Open
2881,3,2,0,0,Michael,Kim,13,54.0,4,-1,2017-01-26,71,Farmers Insurance Open
2882,5,3,1,0,Camilo,Villegas,9,54.0,1,0,2017-01-26,72,Farmers Insurance Open
2883,3,2,0,0,Camilo,Villegas,13,54.0,2,-1,2017-01-26,71,Farmers Insurance Open
2884,4,4,0,0,Camilo,Villegas,10,54.0,3,0,2017-01-26,72,Farmers Insurance Open
2885,4,5,0,0,Camilo,Villegas,9,54.0,4,1,2017-01-26,73,Farmers Insurance Open
2886,3,1,1,0,Sebastian,Munoz,13,54.0,1,0,2017-01-26,72,Farmers Insurance Open
2887,2,1,0,0,Sebastian,Munoz,15,54.0,2,-1,2017-01-26,71,Farmers Insurance Open
2888,6,4,0,0,Sebastian,Munoz,8,54.0,3,-2,2017-01-26,70,Farmers Insurance Open
2889,1,6,0,1,Sebastian,Munoz,10,54.0,4,3,2017-01-26,75,Farmers Insurance Open
2890,5,2,0,0,Nick,Taylor,11,54.0,1,-3,2017-01-26,69,Farmers Insurance Open
2891,2,4,0,0,Nick,Taylor,12,54.0,2,2,2017-01-26,74,Farmers Insurance Open
2892,4,5,0,0,Nick,Taylor,9,54.0,3,1,2017-01-26,73,Farmers Insurance Open
2893,2,2,0,0,Nick,Taylor,14,54.0,4,0,2017-01-26,72,Farmers Insurance Open
2894,4,2,0,0,Mackenzie,Hughes,12,54.0,1,-2,2017-01-26,70,Farmers Insurance Open
2895,5,1,1,0,Mackenzie,Hughes,11,54.0,2,-2,2017-01-26,70,Farmers Insurance Open
2896,3,5,0,0,Mackenzie,Hughes,10,54.0,3,2,2017-01-26,74,Farmers Insurance Open
2897,3,5,0,0,Mackenzie,Hughes,10,54.0,4,2,2017-01-26,74,Farmers Insurance Open
2898,3,2,1,0,Johnson,Wagner,12,54.0,1,1,2017-01-26,73,Farmers Insurance Open
2899,3,4,0,1,Johnson,Wagner,10,54.0,2,-1,2017-01-26,71,Farmers Insurance Open
2900,4,2,0,0,Johnson,Wagner,12,54.0,3,-2,2017-01-26,70,Farmers Insurance Open
2901,1,3,0,0,Johnson,Wagner,14,54.0,4,2,2017-01-26,74,Farmers Insurance Open
2902,4,3,0,0,Julian,Etulain,11,63.0,1,-1,2017-01-26,71,Farmers Insurance Open
2903,4,5,0,0,Julian,Etulain,9,63.0,2,1,2017-01-26,73,Farmers Insurance Open
2904,4,2,0,0,Julian,Etulain,12,63.0,3,-2,2017-01-26,70,Farmers Insurance Open
2905,2,5,0,0,Julian,Etulain,11,63.0,4,3,2017-01-26,75,Farmers Insurance Open
2906,3,2,0,0,Ryan,Blaum,13,64.0,1,-1,2017-01-26,71,Farmers Insurance Open
2907,2,2,0,0,Ryan,Blaum,14,64.0,2,0,2017-01-26,72,Farmers Insurance Open
2908,4,3,0,0,Ryan,Blaum,11,64.0,3,-1,2017-01-26,71,Farmers Insurance Open
2909,2,4,1,0,Ryan,Blaum,11,64.0,4,4,2017-01-26,76,Farmers Insurance Open
2910,2,1,0,0,Billy,Horschel,15,64.0,1,-1,2017-01-26,71,Farmers Insurance Open
2911,2,3,0,0,Billy,Horschel,13,64.0,2,1,2017-01-26,73,Farmers Insurance Open
2912,3,3,0,0,Billy,Horschel,12,64.0,3,0,2017-01-26,72,Farmers Insurance Open
2913,3,1,2,0,Billy,Horschel,12,64.0,4,2,2017-01-26,74,Farmers Insurance Open
2914,4,2,0,0,John,Senden,12,64.0,1,-2,2017-01-26,70,Farmers Insurance Open
2915,3,1,0,0,John,Senden,14,64.0,2,-2,2017-01-26,70,Farmers Insurance Open
2916,1,5,0,0,John,Senden,12,64.0,3,4,2017-01-26,76,Farmers Insurance Open
2917,4,6,0,0,John,Senden,8,64.0,4,2,2017-01-26,74,Farmers Insurance Open
2918,6,3,0,0,Kevin,Streelman,9,67.0,1,-3,2017-01-26,69,Farmers Insurance Open
2919,4,2,0,0,Kevin,Streelman,12,67.0,2,-2,2017-01-26,70,Farmers Insurance Open
2920,2,2,1,0,Kevin,Streelman,13,67.0,3,2,2017-01-26,74,Farmers Insurance Open
2921,0,6,0,0,Kevin,Streelman,12,67.0,4,6,2017-01-26,78,Farmers Insurance Open
2922,6,1,0,0,Brad,Fritsch,11,67.0,1,-5,2017-01-26,67,Farmers Insurance Open
2923,4,4,2,0,Brad,Fritsch,8,67.0,2,4,2017-01-26,76,Farmers Insurance Open
2924,3,3,0,0,Brad,Fritsch,12,67.0,3,0,2017-01-26,72,Farmers Insurance Open
2925,3,5,1,0,Brad,Fritsch,9,67.0,4,4,2017-01-26,76,Farmers Insurance Open
2926,3,2,0,0,Hunter,Mahan,13,67.0,1,-1,2017-01-26,71,Farmers Insurance Open
2927,5,3,0,0,Hunter,Mahan,10,67.0,2,-2,2017-01-26,70,Farmers Insurance Open
2928,4,2,0,0,Hunter,Mahan,12,67.0,3,-2,2017-01-26,70,Farmers Insurance Open
2929,1,6,1,1,Hunter,Mahan,8,67.0,4,8,2017-01-26,80,Farmers Insurance Open
2930,3,5,1,0,Derek,Fathauer,9,67.0,1,4,2017-01-26,76,Farmers Insurance Open
2931,7,2,0,0,Derek,Fathauer,9,67.0,2,-5,2017-01-26,67,Farmers Insurance Open
2932,4,4,1,0,Derek,Fathauer,9,67.0,3,2,2017-01-26,74,Farmers Insurance Open
2933,4,6,0,0,Derek,Fathauer,8,67.0,4,2,2017-01-26,74,Farmers Insurance Open
2934,4,3,0,0,Aaron,Wise,11,71.0,1,-1,2017-01-26,71,Farmers Insurance Open
2935,4,2,1,0,Aaron,Wise,11,71.0,2,0,2017-01-26,72,Farmers Insurance Open
2936,4,3,1,0,Aaron,Wise,10,71.0,3,1,2017-01-26,73,Farmers Insurance Open
2937,1,3,1,0,Aaron,Wise,13,71.0,4,4,2017-01-26,76,Farmers Insurance Open
2938,5,2,0,0,Cameron,Percy,11,71.0,1,-3,2017-01-26,69,Farmers Insurance Open
2939,5,5,0,0,Cameron,Percy,8,71.0,2,0,2017-01-26,72,Farmers Insurance Open
2940,3,5,1,0,Cameron,Percy,9,71.0,3,4,2017-01-26,76,Farmers Insurance Open
2941,3,4,1,0,Cameron,Percy,10,71.0,4,3,2017-01-26,75,Farmers Insurance Open
2942,4,1,0,0,Cameron,Tringale,13,73.0,1,-3,2017-01-26,69,Farmers Insurance Open
2943,5,5,0,0,Cameron,Tringale,8,73.0,2,0,2017-01-26,72,Farmers Insurance Open
2944,4,4,1,0,Cameron,Tringale,9,73.0,3,2,2017-01-26,74,Farmers Insurance Open
2945,2,4,2,0,Cameron,Tringale,10,73.0,4,6,2017-01-26,78,Farmers Insurance Open
2946,4,2,0,0,Martin,Laird,12,74.0,1,-2,2017-01-26,70,Farmers Insurance Open
2947,2,2,0,0,Martin,Laird,14,74.0,2,0,2017-01-26,72,Farmers Insurance Open
2948,3,7,0,0,Martin,Laird,8,74.0,3,4,2017-01-26,76,Farmers Insurance Open
2949,2,3,0,0,Jon,Curran,13,74.0,1,1,2017-01-26,73,Farmers Insurance Open
2950,4,2,0,0,Jon,Curran,12,74.0,2,-2,2017-01-26,70,Farmers Insurance Open
2951,3,4,1,0,Jon,Curran,10,74.0,3,3,2017-01-26,75,Farmers Insurance Open
2952,1,3,0,0,John,Huh,14,76.0,1,2,2017-01-26,74,Farmers Insurance Open
2953,4,2,0,0,John,Huh,12,76.0,2,-2,2017-01-26,70,Farmers Insurance Open
2954,4,7,0,0,John,Huh,7,76.0,3,3,2017-01-26,75,Farmers Insurance Open
2955,6,2,0,0,Brian,Stuard,10,77.0,1,-4,2017-01-26,68,Farmers Insurance Open
2956,2,5,0,0,Brian,Stuard,11,77.0,2,3,2017-01-26,75,Farmers Insurance Open
2957,1,4,1,0,Brian,Stuard,12,77.0,3,5,2017-01-26,77,Farmers Insurance Open
2958,6,3,0,0,Billy,Hurley,9,77.0,1,-3,2017-01-26,69,Farmers Insurance Open
2959,0,3,0,0,Billy,Hurley,15,77.0,2,3,2017-01-26,75,Farmers Insurance Open
2960,3,5,1,0,Billy,Hurley,9,77.0,3,4,2017-01-26,76,Farmers Insurance Open
2961,3,5,0,0,Morgan,Hoffmann,10,77.0,1,2,2017-01-26,74,Farmers Insurance Open
2962,4,2,0,0,Morgan,Hoffmann,12,77.0,2,-2,2017-01-26,70,Farmers Insurance Open
2963,1,5,0,0,Morgan,Hoffmann,12,77.0,3,4,2017-01-26,76,Farmers Insurance Open
2964,2,4,0,0,Scott,Stallings,12,80.0,1,2,2017-01-26,74,Farmers Insurance Open
2965,5,4,0,0,Scott,Stallings,9,80.0,2,-1,2017-01-26,71,Farmers Insurance Open
2966,5,2,0,0,Bud,Cauley,11,80.0,1,-3,2017-01-26,69,Farmers Insurance Open
2967,2,4,1,0,Bud,Cauley,11,80.0,2,4,2017-01-26,76,Farmers Insurance Open
2968,4,3,0,0,Brett,Drewitt,11,80.0,1,-1,2017-01-26,71,Farmers Insurance Open
2969,4,6,0,0,Brett,Drewitt,8,80.0,2,2,2017-01-26,74,Farmers Insurance Open
2970,1,1,0,0,D.A.,Points,16,80.0,1,0,2017-01-26,72,Farmers Insurance Open
2971,3,4,0,0,D.A.,Points,11,80.0,2,1,2017-01-26,73,Farmers Insurance Open
2972,2,3,0,0,Henrik,Norlander,13,80.0,1,1,2017-01-26,73,Farmers Insurance Open
2973,2,4,0,1,Henrik,Norlander,11,80.0,2,0,2017-01-26,72,Farmers Insurance Open
2974,5,1,1,0,Greg,Chalmers,11,80.0,1,-2,2017-01-26,70,Farmers Insurance Open
2975,2,3,1,0,Greg,Chalmers,12,80.0,2,3,2017-01-26,75,Farmers Insurance Open
2976,5,2,0,0,Will,MacKenzie,11,80.0,1,-3,2017-01-26,69,Farmers Insurance Open
2977,0,4,1,1,Will,MacKenzie,12,80.0,2,4,2017-01-26,76,Farmers Insurance Open
2978,4,5,0,0,Brooks,Koepka,9,80.0,1,1,2017-01-26,73,Farmers Insurance Open
2979,4,2,1,0,Brooks,Koepka,11,80.0,2,0,2017-01-26,72,Farmers Insurance Open
2980,5,3,0,0,Blayne,Barber,10,80.0,1,-2,2017-01-26,70,Farmers Insurance Open
2981,5,6,1,0,Blayne,Barber,6,80.0,2,3,2017-01-26,75,Farmers Insurance Open
2982,5,4,0,0,Aaron,Baddeley,9,80.0,1,-1,2017-01-26,71,Farmers Insurance Open
2983,1,3,0,0,Aaron,Baddeley,14,80.0,2,2,2017-01-26,74,Farmers Insurance Open
2984,3,2,1,1,Jamie,Lovemark,11,80.0,1,-1,2017-01-26,71,Farmers Insurance Open
2985,3,5,0,0,Jamie,Lovemark,10,80.0,2,2,2017-01-26,74,Farmers Insurance Open
2986,0,5,0,0,James,Hahn,13,91.0,1,5,2017-01-26,77,Farmers Insurance Open
2987,4,1,0,0,James,Hahn,13,91.0,2,-3,2017-01-26,69,Farmers Insurance Open
2988,3,3,1,0,Seamus,Power,11,91.0,1,2,2017-01-26,74,Farmers Insurance Open
2989,5,3,1,0,Seamus,Power,9,91.0,2,0,2017-01-26,72,Farmers Insurance Open
2990,2,3,0,0,Luke,List,13,91.0,1,1,2017-01-26,73,Farmers Insurance Open
2991,2,3,1,1,Luke,List,11,91.0,2,1,2017-01-26,73,Farmers Insurance Open
2992,1,2,0,0,Wesley,Bryan,15,91.0,1,1,2017-01-26,73,Farmers Insurance Open
2993,5,6,0,0,Wesley,Bryan,7,91.0,2,1,2017-01-26,73,Farmers Insurance Open
2994,5,5,0,0,Dustin,Johnson,8,91.0,1,0,2017-01-26,72,Farmers Insurance Open
2995,3,5,0,0,Dustin,Johnson,10,91.0,2,2,2017-01-26,74,Farmers Insurance Open
2996,2,4,0,0,Kevin,Chappell,12,91.0,1,2,2017-01-26,74,Farmers Insurance Open
2997,5,5,0,0,Kevin,Chappell,8,91.0,2,0,2017-01-26,72,Farmers Insurance Open
2998,4,1,1,0,Nick,Watney,12,91.0,1,-1,2017-01-26,71,Farmers Insurance Open
2999,1,1,0,0,Nick,Watney,15,91.0,2,3,2017-01-26,75,Farmers Insurance Open
3000,3,2,0,0,Sung,Kang,13,91.0,1,-1,2017-01-26,71,Farmers Insurance Open
3001,4,5,1,0,Sung,Kang,8,91.0,2,3,2017-01-26,75,Farmers Insurance Open
3002,3,4,0,0,Jason,Kokrak,11,91.0,1,1,2017-01-26,73,Farmers Insurance Open
3003,2,3,0,0,Jason,Kokrak,13,91.0,2,1,2017-01-26,73,Farmers Insurance Open
3004,5,6,0,0,Jason,Day,7,100.0,1,1,2017-01-26,73,Farmers Insurance Open
3005,1,3,0,0,Jason,Day,14,100.0,2,2,2017-01-26,74,Farmers Insurance Open
3006,2,2,0,0,Andrew,Johnston,14,100.0,1,0,2017-01-26,72,Farmers Insurance Open
3007,2,5,0,0,Andrew,Johnston,11,100.0,2,3,2017-01-26,75,Farmers Insurance Open
3008,1,4,0,0,Grayson,Murray,13,100.0,1,3,2017-01-26,75,Farmers Insurance Open
3009,5,3,1,0,Grayson,Murray,9,100.0,2,0,2017-01-26,72,Farmers Insurance Open
3010,4,3,0,0,Zack,Sucher,11,100.0,1,-1,2017-01-26,71,Farmers Insurance Open
3011,2,6,0,0,Zack,Sucher,10,100.0,2,4,2017-01-26,76,Farmers Insurance Open
3012,3,2,0,0,Retief,Goosen,13,100.0,1,-1,2017-01-26,71,Farmers Insurance Open
3013,1,5,0,0,Retief,Goosen,12,100.0,2,4,2017-01-26,76,Farmers Insurance Open
3014,2,2,0,0,Rickie,Fowler,14,100.0,1,0,2017-01-26,72,Farmers Insurance Open
3015,1,4,0,0,Rickie,Fowler,13,100.0,2,3,2017-01-26,75,Farmers Insurance Open
3016,0,4,1,0,Troy,Merritt,13,100.0,1,6,2017-01-26,78,Farmers Insurance Open
3017,5,2,0,0,Troy,Merritt,11,100.0,2,-3,2017-01-26,69,Farmers Insurance Open
3018,4,4,0,0,Jimmy,Walker,10,100.0,1,0,2017-01-26,72,Farmers Insurance Open
3019,3,4,1,0,Jimmy,Walker,10,100.0,2,3,2017-01-26,75,Farmers Insurance Open
3020,4,3,0,0,Brandon,Hagy,11,100.0,1,-1,2017-01-26,71,Farmers Insurance Open
3021,3,5,1,0,Brandon,Hagy,9,100.0,2,4,2017-01-26,76,Farmers Insurance Open
3022,3,3,1,0,Peter,Malnati,11,100.0,1,2,2017-01-26,74,Farmers Insurance Open
3023,4,3,1,0,Peter,Malnati,10,100.0,2,1,2017-01-26,73,Farmers Insurance Open
3024,4,2,0,0,Gonzalo,Fernandez-Castano,12,110.0,1,-2,2017-01-26,70,Farmers Insurance Open
3025,3,5,2,0,Gonzalo,Fernandez-Castano,8,110.0,2,6,2017-01-26,78,Farmers Insurance Open
3026,3,3,0,0,K.J.,Choi,12,110.0,1,0,2017-01-26,72,Farmers Insurance Open
3027,2,4,1,0,K.J.,Choi,11,110.0,2,4,2017-01-26,76,Farmers Insurance Open
3028,3,4,0,0,Max,Homa,11,110.0,1,1,2017-01-26,73,Farmers Insurance Open
3029,2,3,1,0,Max,Homa,12,110.0,2,3,2017-01-26,75,Farmers Insurance Open
3030,5,3,1,0,Rod,Pampling,9,110.0,1,0,2017-01-26,72,Farmers Insurance Open
3031,1,3,1,0,Rod,Pampling,13,110.0,2,4,2017-01-26,76,Farmers Insurance Open
3032,2,4,0,0,Padraig,Harrington,12,110.0,1,2,2017-01-26,74,Farmers Insurance Open
3033,3,5,0,0,Padraig,Harrington,10,110.0,2,2,2017-01-26,74,Farmers Insurance Open
3034,1,3,0,0,Stuart,Appleby,14,110.0,1,2,2017-01-26,74,Farmers Insurance Open
3035,2,4,0,0,Stuart,Appleby,12,110.0,2,2,2017-01-26,74,Farmers Insurance Open
3036,3,4,0,0,Andrew,Loupe,11,110.0,1,1,2017-01-26,73,Farmers Insurance Open
3037,3,6,0,0,Andrew,Loupe,9,110.0,2,3,2017-01-26,75,Farmers Insurance Open
3038,3,5,1,0,Tiger,Woods,9,110.0,1,4,2017-01-26,76,Farmers Insurance Open
3039,2,2,0,0,Tiger,Woods,14,110.0,2,0,2017-01-26,72,Farmers Insurance Open
3040,2,4,0,1,Patton,Kizzire,11,110.0,1,0,2017-01-26,72,Farmers Insurance Open
3041,2,6,0,0,Patton,Kizzire,10,110.0,2,4,2017-01-26,76,Farmers Insurance Open
3042,4,2,0,0,Hudson,Swafford,12,110.0,1,-2,2017-01-26,70,Farmers Insurance Open
3043,1,7,0,0,Hudson,Swafford,10,110.0,2,6,2017-01-26,78,Farmers Insurance Open
3044,3,4,0,0,Miguel Angel,Carballo,11,110.0,1,1,2017-01-26,73,Farmers Insurance Open
3045,4,3,2,0,Miguel Angel,Carballo,9,110.0,2,3,2017-01-26,75,Farmers Insurance Open
3046,2,2,1,0,Xander,Schauffele,13,110.0,1,2,2017-01-26,74,Farmers Insurance Open
3047,2,4,0,0,Xander,Schauffele,12,110.0,2,2,2017-01-26,74,Farmers Insurance Open
3048,4,1,0,0,Ben,Crane,13,110.0,1,-3,2017-01-26,69,Farmers Insurance Open
3049,2,9,0,0,Ben,Crane,7,110.0,2,7,2017-01-26,79,Farmers Insurance Open
3050,1,4,0,0,Daniel,Berger,13,110.0,1,3,2017-01-26,75,Farmers Insurance Open
3051,4,5,0,0,Daniel,Berger,9,110.0,2,1,2017-01-26,73,Farmers Insurance Open
3052,4,3,0,0,Spencer,Levin,11,110.0,1,-1,2017-01-26,71,Farmers Insurance Open
3053,1,4,1,0,Spencer,Levin,12,110.0,2,5,2017-01-26,77,Farmers Insurance Open
3054,2,4,1,0,Geoff,Ogilvy,11,125.0,1,4,2017-01-26,76,Farmers Insurance Open
3055,1,2,0,0,Geoff,Ogilvy,15,125.0,2,1,2017-01-26,73,Farmers Insurance Open
3056,2,6,0,0,Soren,Kjeldsen,10,125.0,1,4,2017-01-26,76,Farmers Insurance Open
3057,4,5,0,0,Soren,Kjeldsen,9,125.0,2,1,2017-01-26,73,Farmers Insurance Open
3058,1,6,0,0,Bobby,Wyatt,11,125.0,1,5,2017-01-26,77,Farmers Insurance Open
3059,5,5,0,0,Bobby,Wyatt,8,125.0,2,0,2017-01-26,72,Farmers Insurance Open
3060,3,7,1,0,Seung-Yul,Noh,7,125.0,1,6,2017-01-26,78,Farmers Insurance Open
3061,3,2,0,0,Seung-Yul,Noh,13,125.0,2,-1,2017-01-26,71,Farmers Insurance Open
3062,1,2,0,0,Robert,Garrigus,15,129.0,1,1,2017-01-26,73,Farmers Insurance Open
3063,1,6,0,0,Robert,Garrigus,11,129.0,2,5,2017-01-26,77,Farmers Insurance Open
3064,3,2,0,0,John,Peterson,13,129.0,1,-1,2017-01-26,71,Farmers Insurance Open
3065,1,4,2,0,John,Peterson,11,129.0,2,7,2017-01-26,79,Farmers Insurance Open
3066,2,4,0,0,Rick,Lamb,11,129.0,1,6,2017-01-26,78,Farmers Insurance Open
3067,4,4,0,0,Rick,Lamb,10,129.0,2,0,2017-01-26,72,Farmers Insurance Open
3068,2,2,0,0,Steve,Marino,14,129.0,1,0,2017-01-26,72,Farmers Insurance Open
3069,2,6,1,0,Steve,Marino,9,129.0,2,6,2017-01-26,78,Farmers Insurance Open
3070,5,1,1,1,Whee,Kim,10,129.0,1,-4,2017-01-26,68,Farmers Insurance Open
3071,1,6,1,0,Whee,Kim,9,129.0,2,10,2017-01-26,82,Farmers Insurance Open
3072,3,6,2,0,Brandon,Stone,7,129.0,1,7,2017-01-26,79,Farmers Insurance Open
3073,5,6,0,1,Brandon,Stone,6,129.0,2,-1,2017-01-26,71,Farmers Insurance Open
3074,3,4,0,0,Danny,Lee,11,129.0,1,1,2017-01-26,73,Farmers Insurance Open
3075,2,7,0,0,Danny,Lee,9,129.0,2,5,2017-01-26,77,Farmers Insurance Open
3076,2,7,0,0,JT,Poston,9,129.0,1,5,2017-01-26,77,Farmers Insurance Open
3077,4,5,0,0,JT,Poston,9,129.0,2,1,2017-01-26,73,Farmers Insurance Open
3078,3,0,1,0,Nicholas,Lindheim,14,129.0,1,-1,2017-01-26,71,Farmers Insurance Open
3079,2,6,0,0,Nicholas,Lindheim,9,129.0,2,7,2017-01-26,79,Farmers Insurance Open
3080,0,5,0,1,Brett,Stegmaier,12,138.0,1,3,2017-01-26,75,Farmers Insurance Open
3081,0,4,0,0,Brett,Stegmaier,14,138.0,2,4,2017-01-26,76,Farmers Insurance Open
3082,2,1,1,0,Chad,Campbell,14,138.0,1,1,2017-01-26,73,Farmers Insurance Open
3083,2,3,1,0,Chad,Campbell,11,138.0,2,6,2017-01-26,78,Farmers Insurance Open
3084,3,6,0,0,J.J.,Henry,9,138.0,1,3,2017-01-26,75,Farmers Insurance Open
3085,1,3,1,0,J.J.,Henry,13,138.0,2,4,2017-01-26,76,Farmers Insurance Open
3086,1,7,0,0,Max,Rottluff,10,138.0,1,6,2017-01-26,78,Farmers Insurance Open
3087,7,6,1,0,Max,Rottluff,4,138.0,2,1,2017-01-26,73,Farmers Insurance Open
3088,2,6,1,0,Steven,Bowditch,9,138.0,1,6,2017-01-26,78,Farmers Insurance Open
3089,4,4,0,1,Steven,Bowditch,8,138.0,2,1,2017-01-26,73,Farmers Insurance Open
3090,4,4,3,0,Harold,Varner,7,138.0,1,6,2017-01-26,78,Farmers Insurance Open
3091,3,4,0,0,Harold,Varner,11,138.0,2,1,2017-01-26,73,Farmers Insurance Open
3092,3,3,0,0,Tyler,Aldridge,12,144.0,1,0,2017-01-26,72,Farmers Insurance Open
3093,2,4,3,0,Tyler,Aldridge,9,144.0,2,8,2017-01-26,80,Farmers Insurance Open
3094,1,7,0,0,Bryson,DeChambeau,10,144.0,1,6,2017-01-26,78,Farmers Insurance Open
3095,2,2,1,0,Bryson,DeChambeau,13,144.0,2,2,2017-01-26,74,Farmers Insurance Open
3096,1,4,0,0,Steve,Wheatcroft,13,144.0,1,3,2017-01-26,75,Farmers Insurance Open
3097,1,4,1,0,Steve,Wheatcroft,12,144.0,2,5,2017-01-26,77,Farmers Insurance Open
3098,1,9,0,0,Chad,Collins,8,144.0,1,8,2017-01-26,80,Farmers Insurance Open
3099,2,2,0,0,Chad,Collins,14,144.0,2,0,2017-01-26,72,Farmers Insurance Open
3100,2,1,0,0,Boo,Weekley,15,144.0,1,-1,2017-01-26,71,Farmers Insurance Open
3101,0,7,1,0,Boo,Weekley,10,144.0,2,9,2017-01-26,81,Farmers Insurance Open
3102,2,6,1,0,Andres,Gonzales,9,149.0,1,6,2017-01-26,78,Farmers Insurance Open
3103,3,2,2,0,Andres,Gonzales,11,149.0,2,3,2017-01-26,75,Farmers Insurance Open
3104,0,7,1,0,Todd,Baek,10,149.0,1,9,2017-01-26,81,Farmers Insurance Open
3105,3,3,0,0,Todd,Baek,12,149.0,2,0,2017-01-26,72,Farmers Insurance Open
3106,4,1,1,0,Dominic,Bozzelli,12,151.0,1,-1,2017-01-26,71,Farmers Insurance Open
3107,1,6,3,0,Dominic,Bozzelli,8,151.0,2,11,2017-01-26,83,Farmers Insurance Open
3108,1,4,1,0,Alex,Cejka,11,151.0,1,10,2017-01-26,82,Farmers Insurance Open
3109,2,2,0,0,Alex,Cejka,14,151.0,2,0,2017-01-26,72,Farmers Insurance Open
