,birdies,bogeys,double_bogeys,eagles,first_name,last_name,pars,position,round,round_score,start_date,strokes,tournament
12257,3,4,1,0,Justin,Lower,10,105.0,2,3,2014-05-29,75,the Memorial Tournament
12258,2,4,2,0,Morgan,Hoffmann,10,105.0,1,6,2014-05-29,78,the Memorial Tournament
12259,3,2,0,0,Morgan,Hoffmann,13,105.0,2,-1,2014-05-29,71,the Memorial Tournament
12260,3,5,0,0,Chesson,Hadley,10,105.0,1,2,2014-05-29,74,the Memorial Tournament
12261,3,6,0,0,Chesson,Hadley,9,105.0,2,3,2014-05-29,75,the Memorial Tournament
12262,3,4,0,0,Vijay,Singh,11,112.0,1,1,2014-05-29,73,the Memorial Tournament
12263,3,4,2,0,Vijay,Singh,9,112.0,2,5,2014-05-29,77,the Memorial Tournament
12264,1,4,0,0,Ken,Duke,13,112.0,1,3,2014-05-29,75,the Memorial Tournament
12265,2,5,0,0,Ken,Duke,11,112.0,2,3,2014-05-29,75,the Memorial Tournament
12266,3,8,0,0,Branden,Grace,7,114.0,1,5,2014-05-29,77,the Memorial Tournament
12267,1,3,0,0,Branden,Grace,14,114.0,2,2,2014-05-29,74,the Memorial Tournament
12268,3,3,0,0,Brian,Davis,12,114.0,1,0,2014-05-29,72,the Memorial Tournament
12269,3,5,1,0,Brian,Davis,8,114.0,2,7,2014-05-29,79,the Memorial Tournament
12270,2,3,1,0,Martin,Laird,11,116.0,1,6,2014-05-29,78,the Memorial Tournament
12271,2,6,0,1,Martin,Laird,9,116.0,2,2,2014-05-29,74,the Memorial Tournament
12272,3,3,0,0,Matt,Jones,12,116.0,1,0,2014-05-29,72,the Memorial Tournament
12273,1,5,2,0,Matt,Jones,10,116.0,2,8,2014-05-29,80,the Memorial Tournament
12274,2,4,0,0,William,McGirt,11,118.0,1,5,2014-05-29,77,the Memorial Tournament
12275,3,6,1,0,William,McGirt,8,118.0,2,5,2014-05-29,77,the Memorial Tournament
12276,3,8,2,0,Derek,Ernst,5,119.0,1,9,2014-05-29,81,the Memorial Tournament
12277,2,4,0,0,Derek,Ernst,12,119.0,2,2,2014-05-29,74,the Memorial Tournament
12278,3,2,3,0,Stuart,Appleby,10,120.0,1,5,2014-05-29,77,the Memorial Tournament
12279,0,0,0,0,Stuart,Appleby,0,120.0,2,0,2014-05-29,0,the Memorial Tournament
12280,9,0,0,0,Martin,Kaymer,9,1.0,1,-9,2014-05-08,63,THE PLAYERS Championship
12281,5,2,0,0,Martin,Kaymer,11,1.0,2,-3,2014-05-08,69,THE PLAYERS Championship
12282,2,2,0,0,Martin,Kaymer,14,1.0,3,0,2014-05-08,72,THE PLAYERS Championship
12283,3,0,1,0,Martin,Kaymer,14,1.0,4,-1,2014-05-08,71,THE PLAYERS Championship
12284,5,3,0,0,Jim,Furyk,10,2.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12285,5,1,0,0,Jim,Furyk,12,2.0,2,-4,2014-05-08,68,THE PLAYERS Championship
12286,3,3,0,0,Jim,Furyk,12,2.0,3,0,2014-05-08,72,THE PLAYERS Championship
12287,6,0,0,0,Jim,Furyk,12,2.0,4,-6,2014-05-08,66,THE PLAYERS Championship
12288,6,1,0,0,Sergio,Garcia,11,3.0,1,-5,2014-05-08,67,THE PLAYERS Championship
12289,5,4,0,0,Sergio,Garcia,9,3.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12290,6,3,0,0,Sergio,Garcia,9,3.0,3,-3,2014-05-08,69,THE PLAYERS Championship
12291,4,2,0,0,Sergio,Garcia,12,3.0,4,-2,2014-05-08,70,THE PLAYERS Championship
12292,6,1,0,0,Justin,Rose,11,4.0,1,-5,2014-05-08,67,THE PLAYERS Championship
12293,2,1,0,0,Justin,Rose,15,4.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12294,4,3,0,0,Justin,Rose,11,4.0,3,-1,2014-05-08,71,THE PLAYERS Championship
12295,6,3,0,0,Justin,Rose,9,4.0,4,-3,2014-05-08,69,THE PLAYERS Championship
12296,5,0,0,0,Jordan,Spieth,13,4.0,1,-5,2014-05-08,67,THE PLAYERS Championship
12297,6,0,0,0,Jordan,Spieth,12,4.0,2,-6,2014-05-08,66,THE PLAYERS Championship
12298,1,0,0,0,Jordan,Spieth,17,4.0,3,-1,2014-05-08,71,THE PLAYERS Championship
12299,3,5,0,0,Jordan,Spieth,10,4.0,4,2,2014-05-08,74,THE PLAYERS Championship
12300,4,4,0,0,Francesco,Molinari,10,6.0,1,0,2014-05-08,72,THE PLAYERS Championship
12301,4,2,0,0,Francesco,Molinari,12,6.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12302,6,1,0,0,Francesco,Molinari,11,6.0,3,-5,2014-05-08,67,THE PLAYERS Championship
12303,5,3,0,0,Francesco,Molinari,10,6.0,4,-2,2014-05-08,70,THE PLAYERS Championship
12304,6,4,0,0,Rory,McIlroy,8,6.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12305,4,4,1,0,Rory,McIlroy,9,6.0,2,2,2014-05-08,74,THE PLAYERS Championship
12306,7,2,1,0,Rory,McIlroy,8,6.0,3,-3,2014-05-08,69,THE PLAYERS Championship
12307,8,2,0,0,Rory,McIlroy,8,6.0,4,-6,2014-05-08,66,THE PLAYERS Championship
12308,5,0,0,0,Lee,Westwood,13,6.0,1,-5,2014-05-08,67,THE PLAYERS Championship
12309,4,3,0,0,Lee,Westwood,11,6.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12310,3,4,0,1,Lee,Westwood,10,6.0,3,-1,2014-05-08,71,THE PLAYERS Championship
12311,4,2,0,0,Lee,Westwood,12,6.0,4,-2,2014-05-08,70,THE PLAYERS Championship
12312,5,3,1,0,Jimmy,Walker,8,6.0,1,3,2014-05-08,75,THE PLAYERS Championship
12313,5,1,0,0,Jimmy,Walker,12,6.0,2,-4,2014-05-08,68,THE PLAYERS Championship
12314,4,3,0,0,Jimmy,Walker,11,6.0,3,-1,2014-05-08,71,THE PLAYERS Championship
12315,7,2,0,1,Jimmy,Walker,8,6.0,4,-7,2014-05-08,65,THE PLAYERS Championship
12316,6,2,1,0,David,Hearn,9,6.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12317,1,0,0,0,David,Hearn,17,6.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12318,5,1,0,0,David,Hearn,12,6.0,3,-4,2014-05-08,68,THE PLAYERS Championship
12319,3,1,0,0,David,Hearn,14,6.0,4,-2,2014-05-08,70,THE PLAYERS Championship
12320,4,0,2,0,Brian,Davis,12,11.0,1,0,2014-05-08,72,THE PLAYERS Championship
12321,5,0,1,1,Brian,Davis,11,11.0,2,-5,2014-05-08,67,THE PLAYERS Championship
12322,2,3,0,0,Brian,Davis,13,11.0,3,1,2014-05-08,73,THE PLAYERS Championship
12323,7,1,1,0,Brian,Davis,9,11.0,4,-4,2014-05-08,68,THE PLAYERS Championship
12324,6,1,0,0,Gary,Woodland,11,11.0,1,-5,2014-05-08,67,THE PLAYERS Championship
12325,5,4,0,0,Gary,Woodland,9,11.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12326,5,3,0,0,Gary,Woodland,10,11.0,3,-2,2014-05-08,70,THE PLAYERS Championship
12327,5,3,1,0,Gary,Woodland,9,11.0,4,0,2014-05-08,72,THE PLAYERS Championship
12328,3,2,0,0,George,McNeill,13,13.0,1,-1,2014-05-08,71,THE PLAYERS Championship
12329,5,1,0,0,George,McNeill,12,13.0,2,-4,2014-05-08,68,THE PLAYERS Championship
12330,5,2,0,0,George,McNeill,11,13.0,3,-3,2014-05-08,69,THE PLAYERS Championship
12331,3,2,1,0,George,McNeill,12,13.0,4,1,2014-05-08,73,THE PLAYERS Championship
12332,5,4,0,0,Chris,Kirk,9,13.0,1,-1,2014-05-08,71,THE PLAYERS Championship
12333,1,2,0,0,Chris,Kirk,15,13.0,2,1,2014-05-08,73,THE PLAYERS Championship
12334,5,3,0,0,Chris,Kirk,10,13.0,3,-2,2014-05-08,70,THE PLAYERS Championship
12335,5,0,0,0,Chris,Kirk,13,13.0,4,-5,2014-05-08,67,THE PLAYERS Championship
12336,4,3,0,0,Steve,Stricker,11,13.0,1,-1,2014-05-08,71,THE PLAYERS Championship
12337,6,4,0,0,Steve,Stricker,8,13.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12338,5,4,0,0,Steve,Stricker,9,13.0,3,-1,2014-05-08,71,THE PLAYERS Championship
12339,5,2,0,0,Steve,Stricker,11,13.0,4,-3,2014-05-08,69,THE PLAYERS Championship
12340,1,3,0,0,K.J.,Choi,14,13.0,1,2,2014-05-08,74,THE PLAYERS Championship
12341,5,3,0,0,K.J.,Choi,10,13.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12342,4,2,1,0,K.J.,Choi,11,13.0,3,0,2014-05-08,72,THE PLAYERS Championship
12343,7,2,0,1,K.J.,Choi,8,13.0,4,-7,2014-05-08,65,THE PLAYERS Championship
12344,2,3,0,0,Justin,Hicks,13,17.0,1,1,2014-05-08,73,THE PLAYERS Championship
12345,4,2,0,0,Justin,Hicks,12,17.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12346,4,3,0,0,Justin,Hicks,11,17.0,3,-1,2014-05-08,71,THE PLAYERS Championship
12347,5,1,0,0,Justin,Hicks,12,17.0,4,-4,2014-05-08,68,THE PLAYERS Championship
12348,9,0,1,0,Russell,Henley,8,17.0,1,-7,2014-05-08,65,THE PLAYERS Championship
12349,6,5,0,0,Russell,Henley,7,17.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12350,1,7,1,0,Russell,Henley,9,17.0,3,8,2014-05-08,80,THE PLAYERS Championship
12351,7,1,0,0,Russell,Henley,10,17.0,4,-6,2014-05-08,66,THE PLAYERS Championship
12352,5,4,0,0,Morgan,Hoffmann,9,17.0,1,-1,2014-05-08,71,THE PLAYERS Championship
12353,6,2,1,0,Morgan,Hoffmann,9,17.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12354,5,1,1,0,Morgan,Hoffmann,11,17.0,3,-2,2014-05-08,70,THE PLAYERS Championship
12355,4,3,0,0,Morgan,Hoffmann,11,17.0,4,-1,2014-05-08,71,THE PLAYERS Championship
12356,4,2,0,0,Matt,Jones,12,17.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12357,4,1,0,0,Matt,Jones,13,17.0,2,-3,2014-05-08,69,THE PLAYERS Championship
12358,6,3,0,0,Matt,Jones,9,17.0,3,-3,2014-05-08,69,THE PLAYERS Championship
12359,4,4,1,0,Matt,Jones,9,17.0,4,2,2014-05-08,74,THE PLAYERS Championship
12360,5,0,2,0,Matt,Kuchar,11,17.0,1,-1,2014-05-08,71,THE PLAYERS Championship
12361,3,2,0,0,Matt,Kuchar,13,17.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12362,3,0,0,0,Matt,Kuchar,15,17.0,3,-3,2014-05-08,69,THE PLAYERS Championship
12363,5,4,0,0,Matt,Kuchar,9,17.0,4,-1,2014-05-08,71,THE PLAYERS Championship
12364,5,0,0,0,Brian,Stuard,13,17.0,1,-5,2014-05-08,67,THE PLAYERS Championship
12365,3,5,1,0,Brian,Stuard,9,17.0,2,4,2014-05-08,76,THE PLAYERS Championship
12366,7,4,0,0,Brian,Stuard,7,17.0,3,-3,2014-05-08,69,THE PLAYERS Championship
12367,4,2,0,0,Brian,Stuard,12,17.0,4,-2,2014-05-08,70,THE PLAYERS Championship
12368,6,4,0,0,Hideki,Matsuyama,8,23.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12369,3,2,0,0,Hideki,Matsuyama,13,23.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12370,3,3,0,0,Hideki,Matsuyama,12,23.0,3,0,2014-05-08,72,THE PLAYERS Championship
12371,5,3,0,0,Hideki,Matsuyama,10,23.0,4,-2,2014-05-08,70,THE PLAYERS Championship
12372,5,3,0,0,Marc,Leishman,10,23.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12373,2,2,0,0,Marc,Leishman,14,23.0,2,0,2014-05-08,72,THE PLAYERS Championship
12374,2,4,0,0,Marc,Leishman,12,23.0,3,2,2014-05-08,74,THE PLAYERS Championship
12375,6,1,0,0,Marc,Leishman,11,23.0,4,-5,2014-05-08,67,THE PLAYERS Championship
12376,2,2,1,0,Daniel,Summerhays,13,23.0,1,2,2014-05-08,74,THE PLAYERS Championship
12377,5,1,0,0,Daniel,Summerhays,12,23.0,2,-4,2014-05-08,68,THE PLAYERS Championship
12378,4,1,0,0,Daniel,Summerhays,13,23.0,3,-3,2014-05-08,69,THE PLAYERS Championship
12379,1,1,0,0,Daniel,Summerhays,16,23.0,4,0,2014-05-08,72,THE PLAYERS Championship
12380,4,2,0,0,John,Senden,12,26.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12381,4,1,0,0,John,Senden,13,26.0,2,-3,2014-05-08,69,THE PLAYERS Championship
12382,4,2,0,1,John,Senden,11,26.0,3,-4,2014-05-08,68,THE PLAYERS Championship
12383,2,5,1,0,John,Senden,10,26.0,4,5,2014-05-08,77,THE PLAYERS Championship
12384,8,3,1,0,Zach,Johnson,6,26.0,1,-3,2014-05-08,69,THE PLAYERS Championship
12385,3,2,0,0,Zach,Johnson,13,26.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12386,6,6,0,0,Zach,Johnson,6,26.0,3,0,2014-05-08,72,THE PLAYERS Championship
12387,3,3,0,0,Zach,Johnson,12,26.0,4,0,2014-05-08,72,THE PLAYERS Championship
12388,3,3,0,0,Kevin,Chappell,12,26.0,1,0,2014-05-08,72,THE PLAYERS Championship
12389,7,5,0,1,Kevin,Chappell,5,26.0,2,-4,2014-05-08,68,THE PLAYERS Championship
12390,1,4,1,1,Kevin,Chappell,11,26.0,3,3,2014-05-08,75,THE PLAYERS Championship
12391,6,3,0,0,Kevin,Chappell,9,26.0,4,-3,2014-05-08,69,THE PLAYERS Championship
12392,5,3,0,0,Ryan,Moore,10,26.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12393,1,3,0,0,Ryan,Moore,14,26.0,2,2,2014-05-08,74,THE PLAYERS Championship
12394,6,1,0,0,Ryan,Moore,11,26.0,3,-5,2014-05-08,67,THE PLAYERS Championship
12395,3,4,0,0,Ryan,Moore,11,26.0,4,1,2014-05-08,73,THE PLAYERS Championship
12396,3,2,0,0,Bo,Van Pelt,13,26.0,1,-1,2014-05-08,71,THE PLAYERS Championship
12397,2,0,0,0,Bo,Van Pelt,16,26.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12398,5,3,0,0,Bo,Van Pelt,10,26.0,3,-2,2014-05-08,70,THE PLAYERS Championship
12399,3,2,1,0,Bo,Van Pelt,12,26.0,4,1,2014-05-08,73,THE PLAYERS Championship
12400,5,2,0,0,Brendan,Steele,11,26.0,1,-3,2014-05-08,69,THE PLAYERS Championship
12401,2,3,0,0,Brendan,Steele,13,26.0,2,1,2014-05-08,73,THE PLAYERS Championship
12402,2,3,1,0,Brendan,Steele,12,26.0,3,3,2014-05-08,75,THE PLAYERS Championship
12403,7,2,0,0,Brendan,Steele,9,26.0,4,-5,2014-05-08,67,THE PLAYERS Championship
12404,6,2,0,0,Bill,Haas,10,26.0,1,-4,2014-05-08,68,THE PLAYERS Championship
12405,2,1,0,0,Bill,Haas,15,26.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12406,5,5,0,0,Bill,Haas,8,26.0,3,0,2014-05-08,72,THE PLAYERS Championship
12407,1,2,0,0,Bill,Haas,15,26.0,4,1,2014-05-08,73,THE PLAYERS Championship
12408,6,2,0,0,Billy,Horschel,9,26.0,1,0,2014-05-08,72,THE PLAYERS Championship
12409,4,2,0,0,Billy,Horschel,12,26.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12410,2,5,0,0,Billy,Horschel,11,26.0,3,3,2014-05-08,75,THE PLAYERS Championship
12411,4,1,0,1,Billy,Horschel,12,26.0,4,-5,2014-05-08,67,THE PLAYERS Championship
12412,4,3,0,0,Henrik,Stenson,11,34.0,1,-1,2014-05-08,71,THE PLAYERS Championship
12413,5,3,0,0,Henrik,Stenson,10,34.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12414,2,2,0,1,Henrik,Stenson,13,34.0,3,-2,2014-05-08,70,THE PLAYERS Championship
12415,2,4,0,0,Henrik,Stenson,12,34.0,4,2,2014-05-08,74,THE PLAYERS Championship
12416,2,1,0,0,Scott,Langley,15,34.0,1,-1,2014-05-08,71,THE PLAYERS Championship
12417,4,4,0,0,Scott,Langley,10,34.0,2,0,2014-05-08,72,THE PLAYERS Championship
12418,2,2,0,0,Scott,Langley,14,34.0,3,0,2014-05-08,72,THE PLAYERS Championship
12419,6,4,0,0,Scott,Langley,8,34.0,4,-2,2014-05-08,70,THE PLAYERS Championship
12420,2,2,0,0,Russell,Knox,14,34.0,1,0,2014-05-08,72,THE PLAYERS Championship
12421,3,3,0,0,Russell,Knox,12,34.0,2,0,2014-05-08,72,THE PLAYERS Championship
12422,2,3,1,1,Russell,Knox,11,34.0,3,1,2014-05-08,73,THE PLAYERS Championship
12423,7,3,0,0,Russell,Knox,8,34.0,4,-4,2014-05-08,68,THE PLAYERS Championship
12424,3,3,0,0,Erik,Compton,12,34.0,1,0,2014-05-08,72,THE PLAYERS Championship
12425,4,2,0,0,Erik,Compton,12,34.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12426,2,4,0,0,Erik,Compton,12,34.0,3,2,2014-05-08,74,THE PLAYERS Championship
12427,3,0,0,0,Erik,Compton,15,34.0,4,-3,2014-05-08,69,THE PLAYERS Championship
12428,5,3,0,0,Angel,Cabrera,10,38.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12429,4,4,1,0,Angel,Cabrera,9,38.0,2,2,2014-05-08,74,THE PLAYERS Championship
12430,4,1,1,0,Angel,Cabrera,12,38.0,3,-1,2014-05-08,71,THE PLAYERS Championship
12431,5,4,0,0,Angel,Cabrera,9,38.0,4,-1,2014-05-08,71,THE PLAYERS Championship
12432,3,4,0,0,Luke,Donald,11,38.0,1,1,2014-05-08,73,THE PLAYERS Championship
12433,5,2,0,0,Luke,Donald,11,38.0,2,-3,2014-05-08,69,THE PLAYERS Championship
12434,5,4,2,0,Luke,Donald,7,38.0,3,3,2014-05-08,75,THE PLAYERS Championship
12435,4,1,0,0,Luke,Donald,13,38.0,4,-3,2014-05-08,69,THE PLAYERS Championship
12436,6,4,0,0,Stewart,Cink,8,38.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12437,6,4,0,0,Stewart,Cink,8,38.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12438,3,3,0,1,Stewart,Cink,11,38.0,3,-2,2014-05-08,70,THE PLAYERS Championship
12439,2,4,1,0,Stewart,Cink,11,38.0,4,4,2014-05-08,76,THE PLAYERS Championship
12440,6,5,0,0,Rory,Sabbatini,7,38.0,1,-1,2014-05-08,71,THE PLAYERS Championship
12441,3,6,0,1,Rory,Sabbatini,8,38.0,2,1,2014-05-08,73,THE PLAYERS Championship
12442,5,2,0,0,Rory,Sabbatini,11,38.0,3,-3,2014-05-08,69,THE PLAYERS Championship
12443,3,4,0,0,Rory,Sabbatini,11,38.0,4,1,2014-05-08,73,THE PLAYERS Championship
12444,4,2,0,1,Justin,Leonard,11,38.0,1,-4,2014-05-08,68,THE PLAYERS Championship
12445,3,4,0,0,Justin,Leonard,11,38.0,2,1,2014-05-08,73,THE PLAYERS Championship
12446,3,1,0,0,Justin,Leonard,14,38.0,3,-2,2014-05-08,70,THE PLAYERS Championship
12447,2,0,1,0,Justin,Leonard,14,38.0,4,3,2014-05-08,75,THE PLAYERS Championship
12448,3,3,0,1,Kevin,Na,11,38.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12449,4,1,0,0,Kevin,Na,13,38.0,2,-3,2014-05-08,69,THE PLAYERS Championship
12450,5,4,1,0,Kevin,Na,7,38.0,3,4,2014-05-08,76,THE PLAYERS Championship
12451,6,3,1,0,Kevin,Na,8,38.0,4,-1,2014-05-08,71,THE PLAYERS Championship
12452,2,2,1,0,Charley,Hoffman,12,38.0,1,5,2014-05-08,77,THE PLAYERS Championship
12453,7,2,0,0,Charley,Hoffman,9,38.0,2,-5,2014-05-08,67,THE PLAYERS Championship
12454,5,4,0,0,Charley,Hoffman,9,38.0,3,-1,2014-05-08,71,THE PLAYERS Championship
12455,4,3,0,0,Charley,Hoffman,11,38.0,4,-1,2014-05-08,71,THE PLAYERS Championship
12456,2,4,0,0,Jamie,Donaldson,12,38.0,1,2,2014-05-08,74,THE PLAYERS Championship
12457,8,3,0,0,Jamie,Donaldson,7,38.0,2,-5,2014-05-08,67,THE PLAYERS Championship
12458,4,4,1,0,Jamie,Donaldson,9,38.0,3,2,2014-05-08,74,THE PLAYERS Championship
12459,4,3,0,0,Jamie,Donaldson,11,38.0,4,-1,2014-05-08,71,THE PLAYERS Championship
12460,7,2,0,0,Gonzalo,Fernandez-Castano,9,38.0,1,-5,2014-05-08,67,THE PLAYERS Championship
12461,2,5,1,0,Gonzalo,Fernandez-Castano,10,38.0,2,5,2014-05-08,77,THE PLAYERS Championship
12462,5,0,1,0,Gonzalo,Fernandez-Castano,11,38.0,3,0,2014-05-08,72,THE PLAYERS Championship
12463,5,3,0,0,Gonzalo,Fernandez-Castano,10,38.0,4,-2,2014-05-08,70,THE PLAYERS Championship
12464,3,2,3,0,Adam,Scott,10,38.0,1,5,2014-05-08,77,THE PLAYERS Championship
12465,7,2,0,0,Adam,Scott,9,38.0,2,-5,2014-05-08,67,THE PLAYERS Championship
12466,6,3,0,0,Adam,Scott,9,38.0,3,-3,2014-05-08,69,THE PLAYERS Championship
12467,2,3,0,0,Adam,Scott,13,38.0,4,1,2014-05-08,73,THE PLAYERS Championship
12468,1,3,0,1,Charl,Schwartzel,13,48.0,1,0,2014-05-08,72,THE PLAYERS Championship
12469,6,1,0,0,Charl,Schwartzel,11,48.0,2,-5,2014-05-08,67,THE PLAYERS Championship
12470,2,3,2,0,Charl,Schwartzel,11,48.0,3,5,2014-05-08,77,THE PLAYERS Championship
12471,6,1,2,0,Charl,Schwartzel,9,48.0,4,-1,2014-05-08,71,THE PLAYERS Championship
12472,2,2,0,0,Jeff,Maggert,14,48.0,1,0,2014-05-08,72,THE PLAYERS Championship
12473,3,2,0,0,Jeff,Maggert,13,48.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12474,4,4,1,0,Jeff,Maggert,9,48.0,3,2,2014-05-08,74,THE PLAYERS Championship
12475,2,0,0,0,Jeff,Maggert,16,48.0,4,-2,2014-05-08,70,THE PLAYERS Championship
12476,2,2,0,0,Retief,Goosen,14,48.0,1,0,2014-05-08,72,THE PLAYERS Championship
12477,6,4,0,0,Retief,Goosen,8,48.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12478,2,5,0,0,Retief,Goosen,11,48.0,3,3,2014-05-08,75,THE PLAYERS Championship
12479,2,0,0,0,Retief,Goosen,16,48.0,4,-2,2014-05-08,70,THE PLAYERS Championship
12480,4,3,0,1,Bubba,Watson,10,48.0,1,-3,2014-05-08,69,THE PLAYERS Championship
12481,4,2,1,0,Bubba,Watson,11,48.0,2,0,2014-05-08,72,THE PLAYERS Championship
12482,7,3,1,0,Bubba,Watson,7,48.0,3,-2,2014-05-08,70,THE PLAYERS Championship
12483,3,3,0,0,Bubba,Watson,11,48.0,4,4,2014-05-08,76,THE PLAYERS Championship
12484,1,4,0,0,Brandt,Snedeker,13,48.0,1,3,2014-05-08,75,THE PLAYERS Championship
12485,4,1,0,0,Brandt,Snedeker,13,48.0,2,-3,2014-05-08,69,THE PLAYERS Championship
12486,6,1,0,0,Brandt,Snedeker,11,48.0,3,-5,2014-05-08,67,THE PLAYERS Championship
12487,1,3,1,0,Brandt,Snedeker,13,48.0,4,4,2014-05-08,76,THE PLAYERS Championship
12488,3,1,0,0,Martin,Flores,14,48.0,1,-2,2014-05-08,70,THE PLAYERS Championship
12489,2,1,0,0,Martin,Flores,15,48.0,2,-1,2014-05-08,71,THE PLAYERS Championship
12490,4,6,0,0,Martin,Flores,8,48.0,3,2,2014-05-08,74,THE PLAYERS Championship
12491,2,2,0,0,Martin,Flores,14,48.0,4,0,2014-05-08,72,THE PLAYERS Championship
12492,3,3,0,0,Steven,Bowditch,12,48.0,1,0,2014-05-08,72,THE PLAYERS Championship
12493,5,4,0,1,Steven,Bowditch,7,48.0,2,0,2014-05-08,72,THE PLAYERS Championship
12494,5,4,0,0,Steven,Bowditch,9,48.0,3,-1,2014-05-08,71,THE PLAYERS Championship
12495,3,3,0,0,Steven,Bowditch,12,48.0,4,0,2014-05-08,72,THE PLAYERS Championship
12496,2,1,1,0,Charlie,Beljan,14,48.0,1,1,2014-05-08,73,THE PLAYERS Championship
12497,8,3,1,0,Charlie,Beljan,6,48.0,2,-3,2014-05-08,69,THE PLAYERS Championship
12498,1,2,0,0,Charlie,Beljan,15,48.0,3,1,2014-05-08,73,THE PLAYERS Championship
12499,3,1,1,0,Charlie,Beljan,13,48.0,4,0,2014-05-08,72,THE PLAYERS Championship
12500,5,2,0,0,Jason,Dufner,11,48.0,1,-3,2014-05-08,69,THE PLAYERS Championship
12501,2,4,1,1,Jason,Dufner,10,48.0,2,2,2014-05-08,74,THE PLAYERS Championship
12502,6,2,2,0,Jason,Dufner,8,48.0,3,0,2014-05-08,72,THE PLAYERS Championship
12503,4,2,1,0,Jason,Dufner,11,48.0,4,0,2014-05-08,72,THE PLAYERS Championship
12504,5,1,0,0,Pat,Perez,12,48.0,1,-4,2014-05-08,68,THE PLAYERS Championship
12505,3,1,0,0,Pat,Perez,13,48.0,2,1,2014-05-08,73,THE PLAYERS Championship
12506,3,4,1,0,Pat,Perez,10,48.0,3,3,2014-05-08,75,THE PLAYERS Championship
12507,4,3,0,0,Pat,Perez,11,48.0,4,-1,2014-05-08,71,THE PLAYERS Championship
12508,2,2,1,0,J.J.,Henry,13,48.0,1,2,2014-05-08,74,THE PLAYERS Championship
12509,4,2,0,0,J.J.,Henry,12,48.0,2,-2,2014-05-08,70,THE PLAYERS Championship
12510,2,2,0,0,J.J.,Henry,14,48.0,3,0,2014-05-08,72,THE PLAYERS Championship
12511,5,4,0,0,J.J.,Henry,9,48.0,4,-1,2014-05-08,71,THE PLAYERS Championship
12512,5,1,0,0,Dustin,Johnson,12,59.0,1,-4,2014-05-08,68,THE PLAYERS Championship
12513,3,3,1,0,Dustin,Johnson,11,59.0,2,2,2014-05-08,74,THE PLAYERS Championship
12514,3,3,0,0,Dustin,Johnson,12,59.0,3,0,2014-05-08,72,THE PLAYERS Championship
12515,3,3,1,0,Dustin,Johnson,11,59.0,4,2,2014-05-08,74,THE PLAYERS Championship
12516,3,2,0,0,Ryan,Palmer,13,59.0,1,-1,2014-05-08,71,THE PLAYERS Championship
12517,3,4,0,0,Ryan,Palmer,11,59.0,2,1,2014-05-08,73,THE PLAYERS Championship
12518,5,2,1,0,Ryan,Palmer,10,59.0,3,-1,2014-05-08,71,THE PLAYERS Championship
12519,1,2,0,0,Ryan,Palmer,15,59.0,4,1,2014-05-08,73,THE PLAYERS Championship
12520,2,3,0,0,John,Peterson,13,59.0,1,1,2014-05-08,73,THE PLAYERS Championship
12521,4,1,0,0,John,Peterson,13,59.0,2,-3,2014-05-08,69,THE PLAYERS Championship
12522,3,3,0,0,John,Peterson,12,59.0,3,0,2014-05-08,72,THE PLAYERS Championship
12523,3,5,0,0,John,Peterson,10,59.0,4,2,2014-05-08,74,THE PLAYERS Championship
12524,5,1,0,0,Scott,Brown,12,62.0,1,-4,2014-05-08,68,THE PLAYERS Championship
12525,5,4,0,0,Scott,Brown,9,62.0,2,-1,2014-05-08,71,THE PLAYERS Championship
